case,DiceCoefficient,HDCoefficient,score
MASK_130.nrrd,0.7752921489908207,96.0260381354974,-95.25074598650659
MASK_131.nrrd,0.6916152478862654,79.02531240052139,-78.33369715263512
MASK_132.nrrd,0.8297932123273833,28.653097563788805,-27.82330435146142
MASK_133.nrrd,0.0,232.1831173879789,-232.1831173879789
MASK_134.nrrd,0.0,308.162294903189,-308.162294903189
MASK_135.nrrd,0.760786873525972,40.2119385257662,-39.45115165224023
MASK_136.nrrd,0.8576697324633807,30.822070014844883,-29.9644002823815
MASK_137.nrrd,0.6463516446819169,19.026297590440446,-18.37994594575853
MASK_138.nrrd,0.8018134715025907,22.825424421026653,-22.023610949524063
MASK_139.nrrd,0.0,190.68822721919673,-190.68822721919673
MASK_140.nrrd,0.6887404504611486,55.08175741568164,-54.3930169652205
MASK_141.nrrd,0.0,209.47076168286588,-209.47076168286588
MASK_142.nrrd,0.82232128641936,23.874672772626646,-23.052351486207286
MASK_143.nrrd,0.9025657765146186,17.916472867168917,-17.0139070906543
MASK_144.nrrd,0.0,121.65936051122412,-121.65936051122412
MASK_145.nrrd,0.8710701862295501,32.863353450309965,-31.992283264080417
MASK_146.nrrd,0.7307144752345874,28.160255680657446,-27.429541205422858
MASK_147.nrrd,0.5571949818902513,99.61927524329818,-99.06208026140793
MASK_148.nrrd,0.6740173363135802,36.3318042491699,-35.65778691285632
MASK_149.nrrd,0.7597400070057992,23.323807579381203,-22.564067572375404
MASK_150.nrrd,0.7682190646509836,32.49615361854384,-31.727934553892858
MASK_151.nrrd,0.5812359718689212,37.68288736283355,-37.101651390964626
MASK_152.nrrd,0.21480813439827662,114.9695611890382,-114.75475305463992
MASK_153.nrrd,0.7388602900476032,38.92300091205713,-38.18414062200952
MASK_154.nrrd,0.8241219797473156,30.0,-29.175878020252686
MASK_155.nrrd,0.8747144407453051,14.142135623730951,-13.267421182985647
MASK_156.nrrd,0.8828877521474762,15.937377450509228,-15.05448969836175
MASK_157.nrrd,0.0,51.62363799656123,-51.62363799656123
MASK_158.nrrd,0.8465769382972953,22.135943621178654,-21.289366682881358
MASK_159.nrrd,0.9082991428687492,28.61817604250837,-27.70987689963962
MASK_160.nrrd,0.43514217470125466,85.72630868059116,-85.2911665058899
MASK_161.nrrd,0.0,98.71676655968832,-98.71676655968832
MASK_162.nrrd,0.5288916550586329,55.78530272392541,-55.25641106886678
MASK_163.nrrd,0.8000641878817055,16.822603841260722,-16.022539653379017
MASK_164.nrrd,0.20970270494622129,151.19193100162457,-150.98222829667836
MASK_165.nrrd,0.0,292.52179405986146,-292.52179405986146
MASK_166.nrrd,0.0,241.4249365744972,-241.4249365744972
MASK_167.nrrd,0.8035728382428186,13.92838827718412,-13.124815438941301
MASK_168.nrrd,0.0,371.5709891797259,-371.5709891797259
MASK_169.nrrd,0.7202177194735612,40.01249804748511,-39.29228032801155
MASK_170.nrrd,0.6739939802255929,30.789608636681304,-30.115614656455712
MASK_171.nrrd,0.0,307.44105126023754,-307.44105126023754
MASK_172.nrrd,0.7255562736589419,20.615528128088304,-19.889971854429362
MASK_173.nrrd,0.791388240876201,9.643650760992955,-8.852262520116755
MASK_174.nrrd,0.7866417481311099,34.48187929913333,-33.69523755100222
MASK_175.nrrd,0.8320025506017826,410.8259972299708,-409.99399467936905
MASK_176.nrrd,0.0,249.04818810824543,-249.04818810824543
MASK_177.nrrd,0.7122513969837168,22.561028345356956,-21.84877694837324
MASK_178.nrrd,0.8327148475068312,28.653097563788805,-27.820382716281973
MASK_179.nrrd,0.6123532460508823,44.87761134463375,-44.26525809858287
MASK_180.nrrd,0.8702399551716442,37.815340802378074,-36.94510084720643
MASK_181.nrrd,0.7844542223922734,25.317977802344327,-24.533523579952053
MASK_182.nrrd,0.8721000539016177,24.879710609249457,-24.00761055534784
MASK_183.nrrd,0.6740229601333744,67.94115100585212,-67.26712804571875
MASK_184.nrrd,0.8258755090168702,7.0,-6.17412449098313
MASK_185.nrrd,0.8172346148876437,23.2163735324878,-22.39913891760016
MASK_186.nrrd,0.7973678389736785,23.108440016582687,-22.31107217760901
MASK_187.nrrd,0.7987223716918073,20.024984394500787,-19.22626202280898
MASK_188.nrrd,0.5440976311000322,27.184554438136374,-26.64045680703634
MASK_189.nrrd,0.6795308204836911,56.1159513863928,-55.43642056590911
MASK_190.nrrd,0.9257608706459535,17.72004514666935,-16.794284276023397
MASK_191.nrrd,0.7885520046131901,16.0312195418814,-15.242667537268208
MASK_192.nrrd,0.8821798091824277,18.027756377319946,-17.145576568137518
MASK_193.nrrd,0.7480508706268325,15.297058540778355,-14.549007670151523
MASK_194.nrrd,0.0,207.14729059294982,-207.14729059294982
MASK_195.nrrd,0.9330838928361906,22.825424421026653,-21.892340528190463
MASK_196.nrrd,0.0,108.98623766329398,-108.98623766329398
MASK_197.nrrd,0.6352634612011726,30.479501308256342,-29.84423784705517
MASK_198.nrrd,0.0,223.55312567709717,-223.55312567709717
MASK_199.nrrd,0.9208476466179154,30.95157508108432,-30.030727434466407
vicorob,0.5853041234862101,80.18167273418359,-79.59636861069741
