case,DiceCoefficient,HDCoefficient,score
MASK_130.nrrd,0.46368485120085395,199.20090361240835,-198.7372187612075
MASK_131.nrrd,0.7303647165691943,48.218253804964775,-47.48788908839558
MASK_132.nrrd,0.7461734010442402,325.3889979701219,-324.6428245690777
MASK_133.nrrd,0.0,158.18343781824947,-158.18343781824947
MASK_134.nrrd,0.0,165.44787698849447,-165.44787698849447
MASK_135.nrrd,0.7535948586260471,18.627936010197157,-17.87434115157111
MASK_136.nrrd,0.68692502299908,153.58710883404245,-152.90018381104338
MASK_137.nrrd,0.7268880817763134,198.6303098723858,-197.90342179060949
MASK_138.nrrd,0.7083439830843228,28.982753492378876,-28.274409509294554
MASK_139.nrrd,0.16829565274624014,322.5926223582926,-322.4243267055464
MASK_140.nrrd,0.6466643211019029,76.50490180374065,-75.85823748263874
MASK_141.nrrd,0.0667172100075815,299.91665508937643,-299.84993787936884
MASK_142.nrrd,0.7024672715246665,168.88753654429328,-168.18506927276863
MASK_143.nrrd,0.8128506749194695,57.01754116059373,-56.20469048567426
MASK_144.nrrd,0.18254690917014932,119.35660853090624,-119.17406162173609
MASK_145.nrrd,0.7019728253812033,171.01461925812075,-170.31264643273954
MASK_146.nrrd,0.637489404641776,299.71653274385784,-299.07904333921607
MASK_147.nrrd,0.41340761859921704,94.33981132056604,-93.92640370196682
MASK_148.nrrd,0.5384062730025521,31.496031496047245,-30.957625223044694
MASK_149.nrrd,0.6312270342917348,29.58039891549808,-28.949171881206347
MASK_150.nrrd,0.7011904634520705,86.2554346113913,-85.55424414793923
MASK_151.nrrd,0.6828812901200401,42.23742416388575,-41.55454287376571
MASK_152.nrrd,0.01722884600732907,133.82451195502264,-133.80728310901532
MASK_153.nrrd,0.49157484990433464,166.48123017325406,-165.98965532334972
MASK_154.nrrd,0.39242584228786415,332.16110548948984,-331.76867964720196
MASK_155.nrrd,0.5272800681280726,358.1145068270762,-357.58722675894813
MASK_156.nrrd,0.8220685153601583,39.72404813208241,-38.90197961672225
MASK_157.nrrd,0.33625738029131397,185.8224959470731,-185.4862385667818
MASK_158.nrrd,0.5826156883917077,237.1729326883656,-236.59031699997388
MASK_159.nrrd,0.8491582189360066,34.38022687534217,-33.53106865640616
MASK_160.nrrd,0.24767702381994539,79.42921376924235,-79.1815367454224
MASK_161.nrrd,0.10915158915878938,229.0087334579186,-228.8995818687598
MASK_162.nrrd,0.6407441458006597,10.770329614269007,-10.129585468468347
MASK_163.nrrd,0.7688807924812167,25.709920264364882,-24.941039471883666
MASK_164.nrrd,0.1772960571442087,87.75534171775527,-87.57804566061107
MASK_165.nrrd,0.21652667597230588,249.51753445399385,-249.30100777802153
MASK_166.nrrd,0.1893939393939394,245.26312401174377,-245.07373007234983
MASK_167.nrrd,0.7214791066261383,115.02173707608489,-114.30025796945876
MASK_168.nrrd,0.54938123752495,221.33458834985552,-220.78520711233057
MASK_169.nrrd,0.0,291.128837458607,-291.128837458607
MASK_170.nrrd,0.6425625834930593,29.8496231131986,-29.20706052970554
MASK_171.nrrd,0.15098050339441388,327.74075120436277,-327.58977070096836
MASK_172.nrrd,0.5603761201226944,51.97114584074513,-51.41076972062243
MASK_173.nrrd,0.7211071272995342,188.55503175465776,-187.83392462735821
MASK_174.nrrd,0.6334170934190019,170.34964044576085,-169.71622335234184
MASK_175.nrrd,0.7677771028522,400.8703032153916,-400.10252611253935
MASK_176.nrrd,0.025996296667913272,84.2140130857092,-84.18801678904128
MASK_177.nrrd,0.656073585725001,23.430749027719962,-22.77467544199496
MASK_178.nrrd,0.685962553946886,76.53757247260981,-75.85160991866293
MASK_179.nrrd,0.5669269067752548,27.0,-26.433073093224746
MASK_180.nrrd,0.7397668287431923,295.10845463998487,-294.36868781124167
MASK_181.nrrd,0.7197394783514015,31.12876483254676,-30.40902535419536
MASK_182.nrrd,0.7330353225411261,198.1136037731887,-197.38056845064756
MASK_183.nrrd,0.3075879876682229,118.17783210061013,-117.8702441129419
MASK_184.nrrd,0.034725894588401196,125.89281155014372,-125.85808565555531
MASK_185.nrrd,0.730726913056615,238.57074422485252,-237.8400173117959
MASK_186.nrrd,0.41740580193397797,164.0,-163.58259419806603
MASK_187.nrrd,0.7215496639387665,55.09083408335728,-54.36928441941851
MASK_188.nrrd,0.3242657586193553,256.38447690919196,-256.0602111505726
MASK_189.nrrd,0.4967553954018146,58.26662852782886,-57.769873132427044
MASK_190.nrrd,0.8632633876470929,91.85858696931932,-90.99532358167222
MASK_191.nrrd,0.684678747940692,98.49365461794989,-97.80897587000919
MASK_192.nrrd,0.7236091240163881,123.3774695801466,-122.6538604561302
MASK_193.nrrd,0.7558894081443466,19.339079605813716,-18.583190197669367
MASK_194.nrrd,0.0,239.5579261890535,-239.5579261890535
MASK_195.nrrd,0.8626704592696933,34.26368339802363,-33.40101293875394
MASK_196.nrrd,0.0,204.21802075233222,-204.21802075233222
MASK_197.nrrd,0.23627646756485765,256.11325619733157,-255.8769797297667
MASK_198.nrrd,0.0633015432142503,388.0579853578586,-387.99468381464436
MASK_199.nrrd,0.6999135342257367,200.86313748420838,-200.16322394998264
Eureka,0.4981081918864212,153.07428422307504,-152.57617603118862
