case,DiceCoefficient,HDCoefficient,score
MASK_130.nrrd,0.7737958900055333,92.52567211320326,-91.75187622319773
MASK_131.nrrd,0.48042415356574986,102.63040485158382,-102.14998069801807
MASK_132.nrrd,0.44614318614597764,85.5219270129012,-85.07578382675523
MASK_133.nrrd,0.0,225.35749377378158,-225.35749377378158
MASK_134.nrrd,0.0,161.4465855941215,-161.4465855941215
MASK_135.nrrd,0.7249695183525697,30.033314835362415,-29.308345317009845
MASK_136.nrrd,0.8419919036744863,27.748873851023216,-26.90688194734873
MASK_137.nrrd,0.0,148.48568954616468,-148.48568954616468
MASK_138.nrrd,0.0,82.04876598706406,-82.04876598706406
MASK_139.nrrd,0.0,215.13484143671383,-215.13484143671383
MASK_140.nrrd,0.0,145.88351517563592,-145.88351517563592
MASK_141.nrrd,0.0,207.44878886125124,-207.44878886125124
MASK_142.nrrd,0.8334134364225264,31.38470965295043,-30.551296216527906
MASK_143.nrrd,0.8558428085744513,21.863211109075447,-21.007368300500996
MASK_144.nrrd,0.0,167.1944975171133,-167.1944975171133
MASK_145.nrrd,0.8287093531302947,33.37663853655727,-32.54792918342698
MASK_146.nrrd,0.7849074609838834,16.73320053068151,-15.948293069697629
MASK_147.nrrd,0.35825945571996215,127.22814154109145,-126.86988208537149
MASK_148.nrrd,0.8071893279793045,33.31666249791537,-32.509473169936065
MASK_149.nrrd,0.6398573631338086,50.48762224545735,-49.847764882323546
MASK_150.nrrd,0.6365268866690129,50.80354318352215,-50.16701629685314
MASK_151.nrrd,0.5906354674518125,38.41874542459709,-37.82810995714528
MASK_152.nrrd,0.0,206.72929158684795,-206.72929158684795
MASK_153.nrrd,0.8109478244338574,24.43358344574123,-23.622635621307374
MASK_154.nrrd,0.8333650714106741,26.94438717061496,-26.111022099204284
MASK_155.nrrd,0.8776873880787925,10.488088481701515,-9.610401093622723
MASK_156.nrrd,0.7864432698381038,24.819347291981714,-24.03290402214361
MASK_157.nrrd,0.0,79.22120928135344,-79.22120928135344
MASK_158.nrrd,0.8211150704942343,22.58317958127243,-21.762064510778195
MASK_159.nrrd,0.8417903289668133,42.80186911806539,-41.960078789098574
MASK_160.nrrd,0.3543500498433031,169.4609099468075,-169.1065598969642
MASK_161.nrrd,0.0,110.46718969902331,-110.46718969902331
MASK_162.nrrd,0.5054768604632677,47.67598976424087,-47.1705129037776
MASK_163.nrrd,0.0,197.80798770524916,-197.80798770524916
MASK_164.nrrd,0.0,285.6763903440395,-285.6763903440395
MASK_165.nrrd,0.0,270.9354166586569,-270.9354166586569
MASK_166.nrrd,0.0,243.2015624949807,-243.2015624949807
MASK_167.nrrd,0.5953089175059831,22.02271554554524,-21.427406628039257
MASK_168.nrrd,0.0,157.5499920660106,-157.5499920660106
MASK_169.nrrd,0.0,392.3990315992128,-392.3990315992128
MASK_170.nrrd,0.6190058112797359,27.910571473905726,-27.29156566262599
MASK_171.nrrd,0.0,199.17329138215294,-199.17329138215294
MASK_172.nrrd,0.6455387098144137,24.08318915758459,-23.437650447770178
MASK_173.nrrd,0.0,122.86984984120393,-122.86984984120393
MASK_174.nrrd,0.7413422889472668,17.378147196982766,-16.6368049080355
MASK_175.nrrd,0.6717868311229948,425.8520869973517,-425.18030016622873
MASK_176.nrrd,0.0,195.48913013259843,-195.48913013259843
MASK_177.nrrd,0.0,167.3349933516597,-167.3349933516597
MASK_178.nrrd,0.4099643253908578,42.485291572496,-42.07532724710514
MASK_179.nrrd,0.7201013793913188,44.328320518603,-43.608219139211684
MASK_180.nrrd,0.8735016935469717,32.01562118716424,-31.142119493617272
MASK_181.nrrd,0.8661180694217543,25.25866188063018,-24.392543811208423
MASK_182.nrrd,0.840060995088605,30.0,-29.159939004911394
MASK_183.nrrd,0.3235985204547074,132.69890730522238,-132.37530878476767
MASK_184.nrrd,0.8033565198189245,17.05872210923198,-16.255365589413056
MASK_185.nrrd,0.7881961353018928,15.264337522473747,-14.476141387171854
MASK_186.nrrd,0.7482958418541241,21.470910553583888,-20.722614711729765
MASK_187.nrrd,0.7755401419118233,31.160872901765767,-30.385332759853945
MASK_188.nrrd,0.0,243.2899504706267,-243.2899504706267
MASK_189.nrrd,0.4650176302151123,65.22269543648132,-64.7576778062662
MASK_190.nrrd,0.37658524094787,81.6394512475433,-81.26286600659543
MASK_191.nrrd,0.7670069319553855,28.982753492378876,-28.21574656042349
MASK_192.nrrd,0.8755741460013942,20.615528128088304,-19.73995398208691
MASK_193.nrrd,0.7051634821579164,17.578395831246947,-16.87323234908903
MASK_194.nrrd,0.0,149.49916387726054,-149.49916387726054
MASK_195.nrrd,0.9385023964406451,18.16590212458495,-17.227399728144306
MASK_196.nrrd,0.0,124.58330546265017,-124.58330546265017
MASK_197.nrrd,0.0,166.0873264279969,-166.0873264279969
MASK_198.nrrd,0.0,141.82735984287376,-141.82735984287376
MASK_199.nrrd,0.9003918192446352,38.63935817272331,-37.73896635347868
Strollers,0.4411971414736107,101.403644037974,-100.96244689650038
