case,DiceCoefficient,HDCoefficient,score
MASK_130.nrrd,0.7461704084150089,102.6352765865616,-101.88910617814659
MASK_131.nrrd,0.1949096688046381,166.2828914831589,-166.08798181435426
MASK_132.nrrd,0.4396149570515507,320.90341225982627,-320.4637973027747
MASK_133.nrrd,0.050075036978654945,168.14874367654372,-168.09866863956506
MASK_134.nrrd,0.01251127402233991,127.16131487209465,-127.1488035980723
MASK_135.nrrd,0.8211110152913249,200.70376179832803,-199.8826507830367
MASK_136.nrrd,0.8542757608290792,65.73431371817918,-64.8800379573501
MASK_137.nrrd,0.22041293908295345,232.80893453645632,-232.58852159737336
MASK_138.nrrd,0.839292007229984,15.362291495737216,-14.522999488507232
MASK_139.nrrd,0.5378810654801275,238.12181756403592,-237.5839364985558
MASK_140.nrrd,0.6376335182664049,76.96102909914862,-76.32339558088222
MASK_141.nrrd,0.17993202096020391,336.29302698688235,-336.11309496592213
MASK_142.nrrd,0.827902769287307,178.67568385205638,-177.84778108276907
MASK_143.nrrd,0.8612749928140592,106.00471687618433,-105.14344188337027
MASK_144.nrrd,0.23426667231470893,202.93348664032754,-202.69921996801284
MASK_145.nrrd,0.6390250952708025,268.88287412923864,-268.2438490339678
MASK_146.nrrd,0.6653761458493368,280.0,-279.33462385415066
MASK_147.nrrd,0.13070118231670505,126.85818854137875,-126.72748735906205
MASK_148.nrrd,0.8250934554835992,32.09361307176243,-31.268519616278827
MASK_149.nrrd,0.02111554938057196,81.89627586160435,-81.87516031222378
MASK_150.nrrd,0.8159709952442791,165.75584454250776,-164.9398735472635
MASK_151.nrrd,0.3059756844786997,268.86055865448174,-268.554582970003
MASK_152.nrrd,0.016953877530059936,190.12101409365562,-190.10406021612556
MASK_153.nrrd,0.672336603565013,120.22063050907694,-119.54829390551193
MASK_154.nrrd,0.8296042507476553,39.102429592034305,-38.27282534128665
MASK_155.nrrd,0.8636870451335628,343.92150267175793,-343.05781562662435
MASK_156.nrrd,0.843667236074715,163.41664541900252,-162.5729781829278
MASK_157.nrrd,0.7215659076022041,243.26939799325356,-242.54783208565135
MASK_158.nrrd,0.8485994433305415,23.600847442411894,-22.75224799908135
MASK_159.nrrd,0.8708629812078087,255.98632775990205,-255.11546477869425
MASK_160.nrrd,0.5744251345127631,81.69455306200041,-81.12012792748764
MASK_161.nrrd,0.389556797504549,107.4197374787334,-107.03018068122884
MASK_162.nrrd,0.44568811623895577,268.19768828235635,-267.7520001661174
MASK_163.nrrd,0.8473886134134424,141.31878855976655,-140.4713999463531
MASK_164.nrrd,0.029703953776076097,179.58006570886425,-179.55036175508818
MASK_165.nrrd,0.027610454419436953,374.17375642874794,-374.1461459743285
MASK_166.nrrd,0.21162708879606432,315.48375552474965,-315.27212843595356
MASK_167.nrrd,0.7307864275423518,164.21327595538676,-163.48248952784442
MASK_168.nrrd,0.8300093975148795,9.219544457292887,-8.389535059778007
MASK_169.nrrd,0.0521115809834449,287.1271495348359,-287.0750379538525
MASK_170.nrrd,0.6839150369607935,45.2658811910251,-44.58196615406431
MASK_171.nrrd,0.7621877453997495,198.04544932918807,-197.28326158378832
MASK_172.nrrd,0.5715668760444881,125.83719640869309,-125.2656295326486
MASK_173.nrrd,0.8566403924893129,65.26101439603893,-64.40437400354962
MASK_174.nrrd,0.6748123400826505,121.53188881935473,-120.85707647927208
MASK_175.nrrd,0.36544629402182904,374.3661309466977,-374.0006846526759
MASK_176.nrrd,0.0,95.524865872714,-95.524865872714
MASK_177.nrrd,0.6588979523888796,126.12295588036304,-125.46405792797415
MASK_178.nrrd,0.28438118872901486,207.17384004743457,-206.88945885870555
MASK_179.nrrd,0.6918143514722477,50.950956811427986,-50.25914245995574
MASK_180.nrrd,0.8681075283859085,280.0660636349931,-279.1979561066072
MASK_181.nrrd,0.8493966629328604,26.076809620810597,-25.227412957877736
MASK_182.nrrd,0.8466018972324248,37.16180835212409,-36.315206454891666
MASK_183.nrrd,0.6147460748386987,145.0551619212498,-144.4404158464111
MASK_184.nrrd,0.8814720648122213,6.164414002968976,-5.282941938156755
MASK_185.nrrd,0.7927233292020212,256.12692166189794,-255.3341983326959
MASK_186.nrrd,0.5862546726297383,145.94862109660372,-145.36236642397398
MASK_187.nrrd,0.8071446205098571,25.079872407968907,-24.27272778745905
MASK_188.nrrd,0.37702512048934295,248.95983611819798,-248.58281099770863
MASK_189.nrrd,0.38531518135775844,72.15261603018979,-71.76730084883204
MASK_190.nrrd,0.9043116488780789,20.591260281974,-19.686948633095923
MASK_191.nrrd,0.7319550171477186,327.11618730964693,-326.38423229249923
MASK_192.nrrd,0.8346063375471537,162.8158468945821,-161.98124055703497
MASK_193.nrrd,0.7896492015648048,76.9285382676676,-76.1388890661028
MASK_194.nrrd,0.0003056489482897552,190.14205216100936,-190.14174651206108
MASK_195.nrrd,0.9192911102435326,131.68902763708144,-130.7697365268379
MASK_196.nrrd,0.33525343285398457,211.6341182323871,-211.2988647995331
MASK_197.nrrd,0.3092008828534362,50.52722038663912,-50.21801950378568
MASK_198.nrrd,0.36512267321204717,249.81192925879262,-249.44680658558056
MASK_199.nrrd,0.898544534733447,260.32671779899965,-259.4281732642662
deadluck,0.5616199563244025,162.93714813570065,-162.37552817937626
