case,DiceCoefficient,HDCoefficient,score
MASK_130.nrrd,0.7859067519953639,94.45104552094699,-93.66513876895162
MASK_131.nrrd,0.6014585307985036,127.4441053952673,-126.84264686446879
MASK_132.nrrd,0.870247542156875,36.27671429443411,-35.40646675227723
MASK_133.nrrd,0.0,inf,-inf
MASK_134.nrrd,0.0,149.42891286494725,-149.42891286494725
MASK_135.nrrd,0.7548990027624851,136.9598481307569,-136.20494912799444
MASK_136.nrrd,0.8263506572776943,149.164338901763,-148.3379882444853
MASK_137.nrrd,0.513447797484971,195.2511203553004,-194.73767255781544
MASK_138.nrrd,0.782485748911531,19.209372712298546,-18.426886963387016
MASK_139.nrrd,0.7969758707872063,15.132745950421556,-14.33577007963435
MASK_140.nrrd,0.7652222437177583,54.86346689738081,-54.09824465366305
MASK_141.nrrd,0.0,119.858249611781,-119.858249611781
MASK_142.nrrd,0.7253891921604961,62.10475022089695,-61.379361028736454
MASK_143.nrrd,0.8338434425436072,80.46117075956576,-79.62732731702215
MASK_144.nrrd,0.20310761091008606,111.1080555135405,-110.90494790263043
MASK_145.nrrd,0.7916797245908387,166.79628293220446,-166.00460320761363
MASK_146.nrrd,0.7487549712490817,297.9211305026886,-297.1723755314395
MASK_147.nrrd,0.46089318278230024,143.76717288727633,-143.30627970449402
MASK_148.nrrd,0.7605123801901417,34.88552708502482,-34.125014704834676
MASK_149.nrrd,0.6284978624174116,50.950956811427986,-50.322458949010574
MASK_150.nrrd,0.802062867385666,253.10274593532168,-252.300683067936
MASK_151.nrrd,0.7170269506552224,40.36087214122113,-39.643845190565905
MASK_152.nrrd,0.009190747765275084,186.70565069113468,-186.6964599433694
MASK_153.nrrd,0.666094109595475,60.93439094632849,-60.268296836733015
MASK_154.nrrd,0.4471856400790411,63.773035054010094,-63.32584941393105
MASK_155.nrrd,0.8375366852090065,329.1109235501004,-328.2733868648914
MASK_156.nrrd,0.79746286509438,17.08800749063506,-16.29054462554068
MASK_157.nrrd,0.6237186962300924,213.07745070748337,-212.45373201125327
MASK_158.nrrd,0.7992066338910809,26.115129714401192,-25.31592308051011
MASK_159.nrrd,0.8341208840892357,42.30839160261236,-41.47427071852312
MASK_160.nrrd,0.5524367928172074,92.9569792968769,-92.40454250405969
MASK_161.nrrd,0.0,223.2778538055219,-223.2778538055219
MASK_162.nrrd,0.42535084258580846,55.910642993977454,-55.48529215139165
MASK_163.nrrd,0.8170240084591347,27.09243436828813,-26.275410359828996
MASK_164.nrrd,0.22392190854038077,186.64940396368803,-186.42548205514765
MASK_165.nrrd,0.0,201.89848934551244,-201.89848934551244
MASK_166.nrrd,0.14246543227672553,235.1106122658014,-234.96814683352466
MASK_167.nrrd,0.8549651127515421,14.866068747318506,-14.011103634566965
MASK_168.nrrd,0.0,inf,-inf
MASK_169.nrrd,0.6582152287546479,15.684387141358123,-15.026171912603475
MASK_170.nrrd,0.25224695636031746,142.80756282494286,-142.55531586858254
MASK_171.nrrd,0.3161298584875456,31.63858403911275,-31.322454180625204
MASK_172.nrrd,0.627963622212934,63.694583757176716,-63.066620134963784
MASK_173.nrrd,0.8514624286264912,11.357816691600547,-10.506354262974057
MASK_174.nrrd,0.6736545470146457,138.0905500025255,-137.41689545551085
MASK_175.nrrd,0.8302540006155232,435.01034470458285,-434.1800907039673
MASK_176.nrrd,0.7531103192315755,19.131126469708992,-18.378016150477418
MASK_177.nrrd,0.706504019337793,147.7362514753911,-147.02974745605331
MASK_178.nrrd,0.6059919849158054,58.60034129593445,-57.994349311018645
MASK_179.nrrd,0.6581580297588506,54.2125446737192,-53.55438664396035
MASK_180.nrrd,0.8638661002866797,39.91240408695021,-39.04853798666353
MASK_181.nrrd,0.8273058038457224,31.400636936215164,-30.573331132369443
MASK_182.nrrd,0.8675778655770551,30.099833886584822,-29.232256021007768
MASK_183.nrrd,0.8097635846320911,79.52358140828417,-78.71381782365208
MASK_184.nrrd,0.7896749521988528,15.132745950421556,-14.343070998222704
MASK_185.nrrd,0.8013968866395115,38.88444419044716,-38.08304730380765
MASK_186.nrrd,0.813586048125138,24.06241883103193,-23.248832782906792
MASK_187.nrrd,0.5727875778346636,57.758116312774604,-57.185328734939944
MASK_188.nrrd,0.460820633059789,246.76101799109193,-246.30019735803214
MASK_189.nrrd,0.7901547812516169,56.00892785976178,-55.21877307851017
MASK_190.nrrd,0.9272595790514593,21.540659228538015,-20.613399649486556
MASK_191.nrrd,0.7745296431202848,23.173260452512935,-22.39873080939265
MASK_192.nrrd,0.7951741393690145,33.54101966249684,-32.74584552312783
MASK_193.nrrd,0.7492569926023314,21.118712081942874,-20.369455089340544
MASK_194.nrrd,0.0,227.0572615002656,-227.0572615002656
MASK_195.nrrd,0.9216274576516086,29.274562336608895,-28.352934878957285
MASK_196.nrrd,0.0,inf,-inf
MASK_197.nrrd,0.014212074886111346,151.20185184051152,-151.18763976562542
MASK_198.nrrd,0.0,205.7790076757102,-205.7790076757102
MASK_199.nrrd,0.9131480717459144,28.106938645110393,-27.193790573364478
shiontao/,0.5860753696765086,inf,-inf
